name,review_count,categories,rating,coordinates,price,phone,address
Connoisseur Coffee Company,210,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",4.7,"37.4761844,-122.2104009",$,(650) 369-5250,"2801 Middlefield Rd, Redwood City, CA 94063, USA"
3 Bees Coffee,198,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",4.5,"37.5652137,-122.3226582",$,(650) 344-2339,"224 E 3rd Ave, San Mateo, CA 94401, USA"
Peet's Coffee,299,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",4.4,"37.419291,-122.1105241",$,(650) 433-0500,"3904 Middlefield Rd, Palo Alto, CA 94306, USA"
Pink Pantherz Espresso,165,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",4.5,"37.4709083,-122.2136675",$,,"2907 El Camino Real, Redwood City, CA 94061, USA"
WFM Coffee Bar,1,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']",5,"37.4424053,-122.1596147",$$,(650) 326-8676,"774 Emerson St, Palo Alto, CA 94301, USA"
Peet's Coffee,433,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",4.4,"37.486435,-122.23331",$,(650) 362-1000,"2600 Broadway, Redwood City, CA 94063, USA"
WFM Coffee Bar,7,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",2.7,"37.3991189,-122.1104822",$$,(650) 559-0300,"4800 El Camino Real, Los Altos, CA 94022, USA"
Backyard Brew,586,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",4.7,"37.4260472,-122.1453861",$,(650) 704-7785,"444 California Ave, Palo Alto, CA 94301, USA"
Patio Coffee Shop,162,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']",4.5,"37.5439046,-122.3063113",$,(650) 570-3037,"25 W 25th Ave, San Mateo, CA 94403, USA"
Dead Eye Coffee Bar,212,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",4.9,"37.6555227,-122.4131367",,(650) 741-6619,"415 Grand Ave Suite 100, South San Francisco, CA 94080, USA"
Caffe Central,448,"['cafe', 'point_of_interest', 'food', 'establishment']",4.5,"37.5780468,-122.3480845",,(650) 315-2511,"1380 Burlingame Ave, Burlingame, CA 94010, USA"
Fina's Cafe,48,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",4.5,"37.4945872,-122.2467173",$,(650) 486-1562,"1665 Laurel St, San Carlos, CA 94070, USA"
Peet's Coffee,348,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",4.3,"37.578533,-122.346909",$,(650) 548-0494,"1241 Burlingame Ave, Burlingame, CA 94010, USA"
Philz Coffee,1377,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",4.5,"37.4421322,-122.1616478",$$,(650) 321-2161,"101 Forest Ave, Palo Alto, CA 94301, USA"
Antigua Coffee Shop,425,"['cafe', 'food', 'point_of_interest', 'establishment']",4.4,"37.6558836,-122.4140286",$,(650) 741-6261,"437A Grand Ave, South San Francisco, CA 94080, USA"
Peet's Coffee,445,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",4.3,"37.654827,-122.407968",$,(650) 636-8600,"102 Grand Ave, South San Francisco, CA 94080, USA"
Peet's Coffee,244,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']",4.4,"37.5445501,-122.2917539",$,(650) 403-0110,"1020 Park Pl, San Mateo, CA 94403, USA"
Peet's Coffee,358,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",4.2,"37.565527,-122.322641",$,(650) 403-1591,"255 E 3rd Ave, San Mateo, CA 94401, USA"
Ikon Coffee,44,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",4.8,"37.6410427,-122.4124521",,(628) 250-8934,"220 S Linden Ave Unit K1, South San Francisco, CA 94080, USA"
Martha & Brothers Coffee,2,"['cafe', 'point_of_interest', 'store', 'food', 'establishment']",2,"37.6452933,-122.4157251",,,"233 S Maple Ave # 4, South San Francisco, CA 94080, USA"
Penelope's Coffee and Tea,319,"['cafe', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']",4.5,"37.5644808,-122.2702219",$$,(650) 393-4035,"3 Plaza View Ln, Foster City, CA 94404, USA"
Granola's Coffee House,295,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",4.5,"37.4711576,-122.4347635",,(650) 440-4692,"116 CA-1, Half Moon Bay, CA 94019, USA"
Peet's Coffee,357,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",4.4,"37.4493603,-122.1861124",$,(650) 325-8989,"899 Santa Cruz Ave, Menlo Park, CA 94025, USA"
Peet's Coffee,88,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",4.3,"37.4419708,-122.1596789",$,(650) 325-2091,"153 Homer Ave, Palo Alto, CA 94301, USA"
PLANTATION Coffee Roastery,240,"['cafe', 'bakery', 'food', 'store', 'point_of_interest', 'establishment']",4.2,"37.50395330000001,-122.2585663",$,(650) 592-3710,"784 Laurel St, San Carlos, CA 94070, USA"
Peet's Coffee,439,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",4.4,"37.505483,-122.2596064",$,(650) 517-5890,"677 Laurel St Suite B, San Carlos, CA 94070, USA"
AJ'S Coffee,93,"['cafe', 'point_of_interest', 'store', 'food', 'establishment']",4.3,"37.4682718,-122.4305671",,(650) 729-3088,"198 San Mateo Rd, Half Moon Bay, CA 94019, USA"
Half Moon Bay Coffee Co,809,"['cafe', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",4.2,"37.4665682,-122.4287474",$,(650) 726-3664,"20 Stone Pine Rd a, Half Moon Bay, CA 94019, USA"
Peet's Coffee,405,"['cafe', 'point_of_interest', 'store', 'food', 'establishment']",4.4,"37.601567,-122.3929185",$,(650) 648-0231,"401 Broadway, Millbrae, CA 94030, USA"
Dunkin',1498,"['cafe', 'bakery', 'meal_takeaway', 'restaurant', 'point_of_interest', 'store', 'food', 'establishment']",4.1,"37.6493989,-122.4059381",$,(650) 742-9101,"180 S Airport Blvd, South San Francisco, CA 94080, USA"
Saint Frank Coffee,188,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']",4.7,"37.4547178,-122.1815384",,(415) 881-8062,"1018 Alma St, Menlo Park, CA 94025, USA"
Coupa Cafe - Marston,137,"['cafe', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",4.1,"37.4878393,-122.2261795",$$,(650) 741-0676,"695 Main St, Redwood City, CA 94063, USA"
Peet's Coffee,306,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",4.4,"37.438061,-122.15932",$,(650) 328-4771,"Town & Country, Palo Alto, CA 94301, USA"
Peet's Coffee,317,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",4.4,"37.51895,-122.274617",$,(650) 593-3053,"1200 El Camino Real, Belmont, CA 94002, USA"
Coupa Cafe - Ramona,1484,"['cafe', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",4.3,"37.4446092,-122.1615284",$$,(650) 322-6872,"538 Ramona St, Palo Alto, CA 94301, USA"
Ada's Cafe,180,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",4.6,"37.4221946,-122.113164",$,(650) 327-2327,"3700 Middlefield Rd, Palo Alto, CA 94303, USA"
Peet's Coffee,76,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",4.1,"37.4309243,-122.1743871",$,,"318 Campus Drive, Stanford, CA 94305, USA"
Jill's Coffee Co,32,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",3.6,"37.5342851,-122.2941194",,(650) 781-8928,"3721 S El Camino Real, San Mateo, CA 94403, USA"
ZombieRunner Coffee,403,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']",4.7,"37.4270397,-122.144443",$$,(650) 325-2048,"344 California Ave, Palo Alto, CA 94306, USA"
The Village Hub Coffee Bar and Garden,25,"['cafe', 'point_of_interest', 'store', 'food', 'establishment']",4.8,"37.4290137,-122.2582724",,(650) 851-1588,"3154 Woodside Rd, Woodside, CA 94062, USA"
Starbucks,480,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",4.3,"37.38533150000001,-121.9279339",$$,(408) 428-9887,"2579 N First St, San Jose, CA 95131, USA"
Philz Coffee,2384,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",4.6,"37.37735139999999,-122.0313011",$$,(408) 636-2907,"125 S Frances St, Sunnyvale, CA 94086, USA"
Blue Bottle Coffee,526,"['cafe', 'point_of_interest', 'food', 'establishment']",4.3,"37.3202302,-121.9478291",$$,(510) 653-3394,"368 Santana Row Suite 1020, San Jose, CA 95128, USA"
Academic Coffee,560,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",4.7,"37.3291068,-121.8841045",,,"499 S Second St, San Jose, CA 95113, USA"
Starbucks,540,"['cafe', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",4.2,"37.3873511,-121.960371",$$,(408) 588-4070,"2030 Wyatt Dr #110, Santa Clara, CA 95054, USA"
Philz Coffee,1707,"['cafe', 'point_of_interest', 'store', 'food', 'establishment']",4.6,"37.3336237,-121.8848654",$$,(408) 971-4212,"118 Paseo de San Antonio, San Jose, CA 95112, USA"
Philz Coffee,1215,"['cafe', 'point_of_interest', 'store', 'food', 'establishment']",4.5,"37.3243014,-122.0104673",$$,(408) 200-4856,"19439 Stevens Creek Blvd, Cupertino, CA 95014, USA"
Starbucks,105,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",2.8,"37.36921,-121.929235",$$,(408) 219-7301,"2077 Airport Blvd, San Jose, CA 95131, USA"
Starbucks,85,"['cafe', 'point_of_interest', 'store', 'food', 'establishment']",3.1,"37.370773,-121.931476",$$,(800) 782-7282,"1701 Airport Blvd, San Jose, CA 95110, USA"
Philz Coffee,847,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']",4.5,"37.3225578,-122.0346885",$$,(408) 446-9000,"20686 Stevens Creek Blvd, Cupertino, CA 95014, USA"
Philz Coffee,77,"['cafe', 'point_of_interest', 'store', 'food', 'establishment']",4.2,"37.30799690000001,-121.9010769",$$,(408) 343-3400,"1115 Lincoln Ave, San Jose, CA 95125, USA"
Starbucks,12,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",3.1,"37.3659551,-121.9258022",$$,(408) 609-6470,"2077 Airport Blvd, San Jose, CA 95131, USA"
Caffé Bene,648,"['bakery', 'cafe', 'food', 'store', 'point_of_interest', 'establishment']",4.3,"37.41277,-121.937611",$$,(669) 284-9959,"181 E Tasman Dr #80, San Jose, CA 95134, USA"
Caffino Drive-Thru Espresso.,121,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",4.7,"37.3382141,-121.9764093",$,(408) 243-9973,"2790 Homestead Rd, Santa Clara, CA 95051, USA"
Crema Coffee Roasting Company.,588,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",4.3,"37.3253068,-121.9113628",$,(408) 320-4790,"238 Race St, San Jose, CA 95126, USA"
Barefoot Coffee,589,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']",4.6,"37.2908468,-121.9320264",$,(408) 340-5026,"1819 S Bascom Ave, Campbell, CA 95008, USA"
Voyager Craft Coffee,225,"['cafe', 'point_of_interest', 'store', 'food', 'establishment']",4.7,"37.3444244,-121.9326851",,(408) 217-8599,"2221 The Alameda, Santa Clara, CA 95050, USA"
Coffee & More,638,"['cafe', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",4.5,"37.3773576,-122.0296601",$,(408) 245-1900,"100 S Murphy Ave #1, Sunnyvale, CA 94086, USA"
Blvd Coffee,249,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",4.6,"37.2434859,-121.960631",$$,(408) 356-4665,"15525 Los Gatos Blvd, Los Gatos, CA 95032, USA"
Voyager Craft Coffee,1404,"['cafe', 'point_of_interest', 'store', 'food', 'establishment']",4.7,"37.3235941,-121.9725212",$$,(408) 216-0761,"3985 Stevens Creek Blvd, Santa Clara, CA 95051, USA"
Starbucks,500,"['cafe', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",4.1,"37.5488072,-121.9870899",$$,(510) 744-9060,"3950 Mowry Ave, Fremont, CA 94538, USA"
Philz Coffee,985,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",4.5,"37.5535254,-121.9802919",$$,(510) 456-9279,"39000 Paseo Padre Pkwy, Fremont, CA 94538, USA"
Devout Coffee,901,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']",4.6,"37.5772012,-121.9807463",$$,,"37323 Niles Blvd, Fremont, CA 94536, USA"
Aj's coffee,88,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']",4.5,"37.6839726,-122.0635053",,(510) 876-5338,"22600 Center St, Hayward, CA 94541, USA"
Eon Coffee,441,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",4.5,"37.64525500000001,-122.104908",$,(510) 264-0507,"24970 Hesperian Blvd #2440, Hayward, CA 94545, USA"
Starbucks,295,"['cafe', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",4.1,"37.5678753,-122.0253641",$$,(510) 742-7157,"35674 Fremont Blvd, Fremont, CA 94536, USA"
Starbucks,452,"['cafe', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",4.1,"37.553362,-121.973852",$$,(510) 574-0373,"The Benton, 39370 Civic Center Dr, Fremont, CA 94538, USA"
Starbucks,469,"['cafe', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",4.2,"37.6083718,-122.0228793",$$,(510) 324-8157,"33115 Mission Blvd, Union City, CA 94587, USA"
Starbucks,10,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']",2.2,"37.58754800000001,-122.019736",$$,(510) 429-9090,"1790 Decoto Rd, Union City, CA 94587, USA"
Mission Coffee Roasting Company,530,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",4.5,"37.5335448,-121.9209059",$,(510) 623-6920,"151 Washington Blvd, Fremont, CA 94539, USA"
Dash Coffee and Bakery,135,"['cafe', 'point_of_interest', 'store', 'food', 'establishment']",4.6,"37.5107383,-121.9406715",$,(510) 270-5767,"44047 Osgood Rd #210, Fremont, CA 94539, USA"
Hippies Brew,119,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",4.3,"37.5964044,-122.0791093",$,(510) 969-2739,"3900 Smith St, Union City, CA 94587, USA"
Hops & Beans Cafe,103,"['cafe', 'bar', 'restaurant', 'point_of_interest', 'store', 'food', 'establishment']",4.7,"37.5327193,-121.9593492",,(510) 573-1058,"4000 Bay St, Fremont, CA 94538, USA"
Aj's Coffee,49,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",4.1,"37.7101967,-121.9279439",$,(925) 230-8230,"7377 Amador Valley Blvd, Dublin, CA 94568, USA"
Inklings Coffee and Tea,764,"['cafe', 'restaurant', 'point_of_interest', 'store', 'food', 'establishment']",4.6,"37.66081000000001,-121.8753914",$$,(925) 399-6746,"530 Main St, Pleasanton, CA 94566, USA"
Suju's Coffee,676,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']",4.6,"37.5625594,-122.0092312",$,(510) 742-8880,"3602 Thornton Ave, Fremont, CA 94536, USA"
WFM Coffee Bar,4,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",3,"37.7057284,-121.8897911",$$,(925) 452-2226,"5200 Dublin Blvd, Dublin, CA 94568, USA"
Peet's Coffee,705,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",4.4,"37.6720953,-122.0843025",$,(510) 300-3380,"878 B St, Hayward, CA 94541, USA"
Brewja Coffee,121,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",4.4,"37.67574279999999,-122.1419285",,,"1432 Vía Lacqua, San Lorenzo, CA 94580, USA"
Devout Coffee,29,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",4.7,"37.7087347,-122.0913924",,,"18911 Lake Chabot Rd #1, Castro Valley, CA 94546, USA"
Bodi's Java,80,"['cafe', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",4.3,"37.6945931,-122.0522415",$,(510) 581-2634,"3803 E Castro Valley Blvd, Castro Valley, CA 94552, USA"
Peet's Coffee,845,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",4.4,"37.5543333,-121.9817508",$,(510) 857-9000,"2780 Mowry Ave, Fremont, CA 94538, USA"
Suju's Coffee & Tea,836,"['cafe', 'food', 'point_of_interest', 'establishment']",4.4,"37.5299675,-121.9822795",$,(510) 252-1727,"4949 Stevenson Blvd, Fremont, CA 94538, USA"
The Nile Cafe,178,"['cafe', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",4.4,"37.5764622,-121.9783211",$,(510) 791-6049,"121 I St, Fremont, CA 94536, USA"
WFM Coffee Bar,5,"['cafe', 'point_of_interest', 'store', 'food', 'establishment']",3,"37.5549521,-121.9852559",$$,(510) 401-5880,"3111 Mowry Ave, Fremont, CA 94538, USA"
Atlas Coffee & Sandwiches,272,"['cafe', 'bakery', 'restaurant', 'point_of_interest', 'store', 'food', 'establishment']",4.3,"37.6736217,-122.0812767",$,(510) 630-6868,"1075 B St, Hayward, CA 94541, USA"
Peet's Coffee,257,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",4.5,"37.6594138,-121.8767817",$,(925) 474-9301,"349 Main St, Pleasanton, CA 94566, USA"
Frodo Joe's Coffee & Tea,567,"['cafe', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",4.6,"37.6734695,-122.123539",$$,(510) 481-1844,"17665 Hesperian Blvd, San Lorenzo, CA 94580, USA"
S & J Coffee Shop,125,"['cafe', 'food', 'point_of_interest', 'establishment']",4.6,"37.538419,-122.018529",$,(510) 793-1155,"5409 Central Ave #15, Newark, CA 94560, USA"
Peet's Coffee,276,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']",4.6,"37.6765746,-121.8966836",$,(925) 401-0018,"5765 Valley Ave Suite 100, Pleasanton, CA 94566, USA"
Dunkin',581,"['meal_takeaway', 'bakery', 'cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",4.2,"37.5342693,-122.0007599",$,(510) 739-2383,"5255 Mowry Ave, Fremont, CA 94538, USA"
Peet's Coffee,502,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",4.4,"37.696924,-122.0742476",$,(510) 537-0181,"20439 Redwood Rd, Castro Valley, CA 94546, USA"
Peet's Coffee,401,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",4.3,"37.708035,-121.872437",$,(925) 404-0095,"4620 Tassajara Rd C, Dublin, CA 94568, USA"
Valley Java,109,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",4.5,"37.6944304,-122.0903746",$,(510) 538-1993,"20511 Stanton Ave, Castro Valley, CA 94546, USA"
Hill's Coffee Shop,183,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",4.4,"37.6844621,-122.0906807",$,(510) 733-0191,"21458 Foothill Blvd, Hayward, CA 94541, USA"
Artly Coffee @ Stoneridge Shopping Center,29,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",4.4,"37.6951844,-121.9288443",,(925) 408-2035,"One Stoneridge Mall Rd Unit 56, Pleasanton, CA 94588, USA"
MARS Coffee,5,"['cafe', 'point_of_interest', 'store', 'food', 'establishment']",5,"37.6930546,-122.1169562",,(510) 600-1214,"Delano St, San Lorenzo, CA 94580, USA"
Pink Pantherz Espresso,425,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",4.5,"37.4917283,-121.9300165",$,,"46685 Mission Blvd, Fremont, CA 94539, USA"
The Press Cafe,581,"['cafe', 'meal_delivery', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']",4.6,"37.6788271,-121.8757675",$$,(925) 846-9900,"1987 Santa Rita Rd C, Pleasanton, CA 94588, USA"
Romo’s Cafe,154,"['cafe', 'food', 'point_of_interest', 'establishment']",4.8,"37.6686219,-122.0962379",,(510) 397-2044,"296 A St, Hayward, CA 94541, USA"
Dunkin',242,"['cafe', 'bakery', 'meal_takeaway', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']",4.1,"37.6606064,-122.0858971",$,(510) 244-7191,"268 Jackson St, Hayward, CA 94544, USA"
Peet's Coffee & Tea,35,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']",4.3,"37.6517454,-121.8788947",$,(925) 846-4471,"5420 Sunol Blvd, Pleasanton, CA 94566, USA"
Café Rumi,574,"['cafe', 'restaurant', 'point_of_interest', 'store', 'food', 'establishment']",4.5,"37.703255,-122.0610789",$$,(510) 690-1500,"4799 Heyer Ave, Castro Valley, CA 94546, USA"
Snappy's Cafe,145,"['cafe', 'food', 'point_of_interest', 'establishment']",4.8,"37.6738814,-122.0840653",$,(510) 886-8500,"978 A St, Hayward, CA 94541, USA"
Starbucks,451,"['cafe', 'restaurant', 'point_of_interest', 'store', 'food', 'establishment']",4.2,"37.5992,-122.069176",$$,(510) 487-1467,"32240 Dyer St, Union City, CA 94587, USA"
Starbucks,325,"['cafe', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",4.2,"37.69468800000001,-122.086481",$$,(510) 888-0420,"2720 Castro Valley Blvd, Castro Valley, CA 94546, USA"
Caffé:in,173,"['cafe', 'food', 'point_of_interest', 'establishment']",4,"37.58804490000001,-122.0195674",$,(510) 477-6708,"1788 Decoto Rd, Union City, CA 94587, USA"
TW LIVES COFFEE,0,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",0,"37.7100493,-122.1716674",,(415) 758-8740,"2096 Merced St, San Leandro, CA 94577, USA"
Starbucks,281,"['cafe', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']",4.1,"37.520569,-121.990878",$$,(510) 623-8799,"Stevenson Station, 5741 Stevenson Blvd, Newark, CA 94560, USA"
Starbucks,657,"['cafe', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",4.2,"37.702356,-121.933821",$$,(925) 803-7520,"7940 Dublin Blvd, Dublin, CA 94568, USA"
KAMUROCHO,79,"['cafe', 'food', 'point_of_interest', 'establishment']",4.8,"37.6995468,-121.9038848",,(925) 425-7129,"5321 Hopyard Rd, Pleasanton, CA 94588, USA"
Starbucks,240,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",4.1,"37.660676,-121.875909",$$,(925) 989-5789,"511 Main St, Pleasanton, CA 94566, USA"
Starbucks,126,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",4,"37.6963256,-122.0750449",$$,(925) 828-1200,"20629 Redwood Rd, Castro Valley, CA 94546, USA"
Anna's Family Coffee Shop,429,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",4.4,"37.6627805,-122.0844304",$,(510) 582-9185,"444 Jackson St, Hayward, CA 94544, USA"
Starbucks,418,"['cafe', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",4,"37.588188,-122.06633",$$,(510) 487-1879,"32340 Alvarado Blvd, Union City, CA 94587, USA"
Starbucks,397,"['cafe', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",4.1,"37.6960655,-122.0781051",$$,(510) 733-0387,"20663 Rustic Dr, Castro Valley, CA 94546, USA"
Starbucks,190,"['cafe', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']",4,"37.7061231,-121.8520852",$$,(925) 785-4051,"2710 Dublin Blvd, Dublin, CA 94568, USA"
Starbucks,351,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",4.3,"37.679147,-122.083399",$$,(510) 582-0700,"22288 Foothill Blvd, Hayward, CA 94541, USA"
Starbucks,575,"['cafe', 'restaurant', 'point_of_interest', 'store', 'food', 'establishment']",4.1,"37.6728512,-122.0851361",$$,(510) 728-1853,"799 A St, Hayward, CA 94541, USA"
Burlap Coffee,97,"['cafe', 'food', 'point_of_interest', 'establishment']",4.7,"37.8290552,-122.2648147",,(510) 422-2279,"511 40th St, Oakland, CA 94609, USA"
Sabino's Coffee Shop,185,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']",4.7,"37.7298887,-122.1391361",$,(510) 357-5282,"1273 MacArthur Blvd, San Leandro, CA 94577, USA"
Peerless Coffee & Tea,221,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']",4.5,"37.793224,-122.2673879",$,(510) 763-1763,"260 Oak St, Oakland, CA 94607, USA"
Rasa Caffe,248,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",4.6,"37.8510078,-122.2709141",$,,"3140 Martin Luther King Jr Way, Berkeley, CA 94703, USA"
Earthly Coffee and Tea,112,"['cafe', 'meal_takeaway', 'restaurant', 'point_of_interest', 'store', 'food', 'establishment']",4.5,"37.8400417,-122.2694889",$,(510) 788-7998,"5506 Martin Luther King Jr Way, Oakland, CA 94609, USA"
Good News Cafe,92,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",4.5,"37.8041815,-122.2625721",$,(510) 834-0616,"155 17th St, Oakland, CA 94612, USA"
Souvenir Coffee,38,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']",4.7,"37.8018625,-122.2744322",,(510) 593-2123,"917 Washington St, Oakland, CA 94607, USA"
Highwire Coffee Roasters,317,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",4.5,"37.8684127,-122.2917185",$,(510) 647-5270,"2049 San Pablo Ave, Berkeley, CA 94702, USA"
Bicycle Coffee,485,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",4.7,"37.7955311,-122.2743014",$,,"364 2nd St, Oakland, CA 94607, USA"
Coffee Conscious,175,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']",4.7,"37.8811891,-122.2893886",,,"1312 Gilman St, Berkeley, CA 94706, USA"
City Cup Cafe,36,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",4.6,"37.8050216,-122.2753927",$,(510) 835-2266,"1259 Jefferson St, Oakland, CA 94612, USA"
1888 Coffee Station,91,"['cafe', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",4.5,"37.8098475,-122.2591203",,(510) 338-3598,"246 Grand Ave, Oakland, CA 94610, USA"
States Coffee,76,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",4.6,"37.8680843,-122.2916321",,(510) 647-8551,"2101 San Pablo Ave, Berkeley, CA 94702, USA"
Blue Bottle Coffee,517,"['cafe', 'point_of_interest', 'store', 'food', 'establishment']",4.5,"37.8720889,-122.2676333",$$,(510) 653-3394,"2118 University Ave #1026, Berkeley, CA 94704, USA"
Cole Coffee Café,165,"['cafe', 'food', 'point_of_interest', 'establishment']",4.5,"37.8502346,-122.2525058",,(510) 653-5458,"6255 College Ave, Oakland, CA 94618, USA"
Souvenir Coffee Co.,146,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",4.7,"37.8545308,-122.2483643",$,(510) 450-0505,"3084 Claremont Ave, Berkeley, CA 94705, USA"
Joe's Coffee Stop,15,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']",5,"37.8851538,-122.3077869",$,(510) 575-4390,"1035 Eastshore Hwy, Albany, CA 94710, USA"
Black Diamond Café,306,"['cafe', 'bakery', 'meal_takeaway', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']",4.4,"37.8427082,-122.2955635",$$,(510) 922-9124,"6399 Christie Ave, Emeryville, CA 94608, USA"
Starbucks,716,"['cafe', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",4,"37.729886,-122.19423",$$,(510) 632-6348,"185 98th Ave, Oakland, CA 94603, USA"
Philz Coffee,702,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",4.6,"37.8795863,-122.2976581",$$,(510) 809-0182,"1313 Ninth St Suite 110, Berkeley, CA 94710, USA"
